,County,Vote Center ID,Address,City
1271,FULTON,60755,7345 RED OAK RD,UNION CITY
1272,FULTON,60755,7345 RED OAK RD,UNION CITY
1273,FULTON,60053,5185 PEACHTREE DUNWOODY RD NE,ATLANTA
1274,FULTON,60806,11575 JONES BRIDGE RD,JOHNS CREEK
1275,FULTON,60055,47 CLEVELAND AVE SW,ATLANTA
1276,FULTON,60056,2672 OLD HAPEVILLE RD SW,ATLANTA
1277,FULTON,60056,2672 OLD HAPEVILLE RD SW,ATLANTA
1278,FULTON,60809,4095 STONEWALL TELL RD,SOUTH FULTON
1279,FULTON,60172,4645 BUTNER RD,ATLANTA
1280,FULTON,60172,4645 BUTNER RD,ATLANTA
1281,FULTON,60172,4645 BUTNER RD,ATLANTA
1282,FULTON,60899,3340 W STUBBS RD,COLLEGE PARK
1283,FULTON,60365,13080 COGBURN RD,ALPHARETTA
1284,FULTON,60533,3631 MAIN STREET,COLLEGE PARK
1285,FULTON,60533,3631 MAIN STREET,COLLEGE PARK
1286,FULTON,60533,3631 MAIN STREET,COLLEGE PARK
1287,FULTON,60533,3631 MAIN STREET,COLLEGE PARK
1288,FULTON,60533,3631 MAIN STREET,COLLEGE PARK
1289,FULTON,60816,3691 COLLIER DR NW,ATLANTA
1290,FULTON,60817,3270 BOULDER PARK DRIVE SW,ATLANTA
1291,FULTON,60064,3181 HOGAN ROAD,ATLANTA
1292,FULTON,60811,1190 NORTHWEST DR NW,ATLANTA
1293,FULTON,60893,2461 PEACHTREE RD,ATLANTA
1294,FULTON,60857,10700 CRABAPPLE RD,ROSWELL
1295,FULTON,60070,3995 WEBB BRIDGE ROAD,ALPHARETTA
1296,FULTON,60898,7405 HERNDON RD,FAIRBURN
1297,FULTON,60805,2775 CREEL RD,COLLEGE PARK
1298,FULTON,60072,77 E CROSSVILLE RD; SUITE 203,ROSWELL
1299,FULTON,60867,569 EZZARD ST SE,ATLANTA
1300,FULTON,60847,551 JOHN WESLEY DOBBS AVE NE,ATLANTA
1301,FULTON,60847,551 JOHN WESLEY DOBBS AVE NE,ATLANTA
1302,FULTON,60854,3070 FAIRBURN RD,ATLANTA
1303,FULTON,60174,2025 JONESBORO RD. SE,ATLANTA
1304,FULTON,60174,2025 JONESBORO RD. SE,ATLANTA
1305,FULTON,60097,1953 DONALD L HOLLOWELL PKWY,ATLANTA
1306,FULTON,60074,10495 JONES BRIDGE ROAD,ALPHARETTA
1307,FULTON,60074,10495 JONES BRIDGE ROAD,ALPHARETTA
1308,FULTON,60268,5090 ABBOTTS BRIDGE RD,ALPHARETTA
1309,FULTON,60268,5090 ABBOTTS BRIDGE RD,ALPHARETTA
1310,FULTON,60268,5090 ABBOTTS BRIDGE RD,ALPHARETTA
1311,FULTON,60161,477 WINDSOR STREET SW,ATLANTA
1312,FULTON,60233,2651 CHURCH ST,EAST POINT
1313,FULTON,60733,2301 HOLCOMB BRIDGE RD,ROSWELL
1314,FULTON,60081,11290 ELKINS ROAD,ROSWELL
1315,FULTON,60789,1400 MARTIN RD,ROSWELL
1316,FULTON,60552,5285 LAKESIDE DR,UNION CITY
1317,FULTON,60552,5285 LAKESIDE DR,UNION CITY
1318,FULTON,60835,768 HANK AARON DR SE,ATLANTA
1319,FULTON,60835,768 HANK AARON DR SE,ATLANTA
1320,FULTON,60598,5790 FELDWOOD ROAD,COLLEGE PARK
1321,FULTON,60598,5790 FELDWOOD ROAD,COLLEGE PARK
1322,FULTON,60598,5790 FELDWOOD ROAD,COLLEGE PARK
1323,FULTON,60598,5790 FELDWOOD ROAD,COLLEGE PARK
1324,FULTON,60598,5790 FELDWOOD ROAD,COLLEGE PARK
1325,FULTON,60091,3935 RUX RD SW,ATLANTA
1326,FULTON,60247,5880 FINDLEY CHASE DR.,DULUTH
1327,FULTON,60247,5880 FINDLEY CHASE DR.,DULUTH
1328,FULTON,60100,8675 RIDGE RD,FAIRBURN
1329,FULTON,60685,23 MALONE ST SE,FAIRBURN
1330,FULTON,60106,"1328 PEACHTREE ST., NE",ATLANTA
1331,FULTON,60820,580 ATLANTA STUDENT MOVEMENT BLVD,ATLANTA
1332,FULTON,60845,1356 ENGLISH ST,ATLANTA
1333,FULTON,60868,80 WALNUT ST,ATLANTA
1334,FULTON,60874,4141 OLD FAIRBURN RD,ATLANTA 
1335,FULTON,60874,4141 OLD FAIRBURN RD,ATLANTA 
1336,FULTON,60874,4141 OLD FAIRBURN RD,ATLANTA 
1337,FULTON,60842,965 FOWLER STREET NW,ATLANTA
1338,FULTON,60842,965 FOWLER STREET NW,ATLANTA
1339,FULTON,60861,537 PARK AVE SE,ATLANTA
1340,FULTON,60861,537 PARK AVE SE,ATLANTA
1341,FULTON,60116,2125 NORTHSIDE DR NW,ATLANTA
1342,FULTON,60117,786 THURMOND STREET NW,ATLANTA
1343,FULTON,60737,750 FRANCIS PLACE NW,ATLANTA
1344,FULTON,60737,750 FRANCIS PLACE NW,ATLANTA
1345,FULTON,60737,750 FRANCIS PLACE NW,ATLANTA
1346,FULTON,60122,705 HAMMOND DR NE,ATLANTA
1347,FULTON,60122,705 HAMMOND DR NE,ATLANTA
1348,FULTON,60122,705 HAMMOND DR NE,ATLANTA
